Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items,,,
70300053,TAKBHUHB,Takarékbank Zrt. (3A),"5052 Újszász, Erkel Ferenc út 2/A",S,R,,,
70300060,TAKBHUHB,Takarékbank Zrt. (3A),"2740 Abony, Szilágyi Erzsébet utca 2.",S,R,,,
70300077,TAKBHUHB,Takarékbank Zrt. (3A),"2740 Abony, Szilágyi Erzsébet utca 2.",S,R,,,
70300101,TAKBHUHB,Takarékbank Zrt. (3A),"5091 Tószeg, Rákóczi út 33/A",S,R,,,
70300118,TAKBHUHB,Takarékbank Zrt. (3A),"5091 Tószeg, Rákóczi út 33/A",S,R,,,
70300125,TAKBHUHB,Takarékbank Zrt. (3A),"5091 Tószeg, Rákóczi út 33/A",S,R,,,
70400012,TAKBHUHB,Takarékbank Zrt. (Hungária),"7140 Bátaszék, Budai utca 24.",S,R,,,
70400029,TAKBHUHB,Takarékbank Zrt. (Hungária),"7140 Bátaszék, Budai utca 24.",S,R,,,
70400036,TAKBHUHB,Takarékbank Zrt. (Hungária),"7144 Decs, Dr. Pilissy Elemér utca 3.",S,R,,,
70400043,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Széchenyi utca 62.",S,R,,,
70400050,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
70400067,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Széchenyi utca 62.",S,R,,,
70400074,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
70400081,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
70400098,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
70400108,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
70500019,TAKBHUHB,Takarékbank Zrt.,"7228 Döbrököz, Páhy utca 5/A",S,R,,,
70500026,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Pannónia út 10-12.",S,R,,,
70500033,TAKBHUHB,Takarékbank Zrt.,"7361 Kaposszekcső, Petőfi utca 44.",S,R,,,
70500040,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Pannónia út 10-12.",S,R,,,
70500057,TAKBHUHB,Takarékbank Zrt.,"7228 Döbrököz, Páhy utca 5/A",S,R,,,
70500064,TAKBHUHB,Takarékbank Zrt.,"7228 Döbrököz, Páhy utca 5/A",S,R,,,
70500071,TAKBHUHB,Takarékbank Zrt.,"7084 Pincehely, Vörösmarty Mihály tér 2-3.",S,R,,,
70500088,TAKBHUHB,Takarékbank Zrt.,"7081 Simontornya, Mátyás utca 2-3.",S,R,,,
70500095,TAKBHUHB,Takarékbank Zrt.,"7081 Simontornya, Mátyás utca 2-3.",S,R,,,
70500105,TAKBHUHB,Takarékbank Zrt.,"7084 Pincehely, Vörösmarty Mihály tér 2-3.",S,R,,,
70600009,TAKBHUHB,Takarékbank Zrt. (Hungária),"7020 Dunaföldvár, Fehérvári utca 4.",S,R,,,
70600016,TAKBHUHB,Takarékbank Zrt. (Hungária),"7020 Dunaföldvár, Fehérvári utca 4.",S,R,,,
70600023,TAKBHUHB,Takarékbank Zrt. (Hungária),"7025 Bölcske, Hősök tere 2.",S,R,,,
70600030,TAKBHUHB,Takarékbank Zrt. (Hungária),"7039 Németkér, Széchenyi utca 43.",S,R,,,
70600047,TAKBHUHB,Takarékbank Zrt. (Hungária),"7030 Paks, Táncsics Mihály utca 4",S,R,,,
70600054,TAKBHUHB,Takarékbank Zrt. (Hungária),"7025 Bölcske, Zrínyi Miklós utca 2.",S,R,,,
70600061,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7.",S,R,,,
70600078,TAKBHUHB,Takarékbank Zrt. (Hungária),"7030 Paks, Táncsics Mihály utca 4.",S,R,,,
70600085,TAKBHUHB,Takarékbank Zrt. (Hungária),"7054 Tengelic, Kossuth Lajos utca 4.",S,R,,,
70600092,TAKBHUHB,Takarékbank Zrt. (Hungária),"7056 Szedres, Arany János utca 2.",S,R,,,
70600102,TAKBHUHB,Takarékbank Zrt. (Hungária),"7064 Gyönk, Ady Endre utca 561.",S,R,,,
70600119,TAKBHUHB,Takarékbank Zrt. (Hungária),"7064 Gyönk, Ady Endre utca 561.",S,R,,,
70600126,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
70600133,TAKBHUHB,Takarékbank Zrt. (Hungária),"7020 Dunaföldvár, Béke tér 5.",S,R,,,
70600140,TAKBHUHB,Takarékbank Zrt. (Hungária),"7132 Bogyiszló, Kossuth utca 28.",S,R,,,
70600157,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7.",S,R,,,
70600164,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52.",S,R,,,
70600171,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52.",S,R,,,
70600188,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52.",S,R,,,
70600195,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52.",S,R,,,
70600205,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52.",S,R,,,
70600212,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7",S,R,,,
70900017,TAKBHUHB,Takarékbank Zrt. (Hungária),"7095 Iregszemcse, Kossuth Lajos tér ",S,R,,,
70900024,TAKBHUHB,Takarékbank Zrt. (Hungária),"7095 Iregszemcse, Kossuth Lajos tér 10.",S,R,,,
70900062,TAKBHUHB,Takarékbank Zrt. (Hungária),"7090 Tamási, Szabadság utca 41.b.",S,R,,,
70900086,TAKBHUHB,Takarékbank Zrt. (Hungária),"7090 Tamási, Szabadság utca 41.b.",S,R,,,
70900103,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
70900110,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
70900127,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
70900134,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
70900141,TAKBHUHB,Takarékbank Zrt. (Hungária),"7095 Iregszemcse, Kossuth Lajos tér 10.",S,R,,,
70900158,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7.",S,R,,,
70900165,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7.",S,R,,,
70900172,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
71800006,TAKBHUHB,Takarékbank Zrt. (Hungária),"7150 Bonyhád, Szabadság tér 9.",S,R,,,
71800013,TAKBHUHB,Takarékbank Zrt. (Hungária),"7150 Bonyhád, Szabadság tér 9.",S,R,,,
71800020,TAKBHUHB,Takarékbank Zrt. (Hungária),"7181 Tevel, Fő utca 396.",S,R,,,
71800037,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Széchenyi utca 62.",S,R,,,
71800044,TAKBHUHB,Takarékbank Zrt. (Hungária),"7181 Tevel, Fő utca 396.",S,R,,,
71800051,TAKBHUHB,Takarékbank Zrt. (Hungária),"7396 Magyarszék, Kossuth utca 49.",S,R,,,
71800068,TAKBHUHB,Takarékbank Zrt. (Hungária),"7349 Szászvár, Május 1. tér 5.",S,R,,,
71800075,TAKBHUHB,Takarékbank Zrt. (Hungária),"7342 Mágocs, Szabadság út 23.",S,R,,,
71800082,TAKBHUHB,Takarékbank Zrt. (Hungária),"7370 Sásd, Rákóczi Ferenc utca 26.",S,R,,,
71800099,TAKBHUHB,Takarékbank Zrt. (Hungária),"7370 Sásd, Rákóczi Ferenc út 22.",S,R,,,
71800109,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
71800116,TAKBHUHB,Takarékbank Zrt. (Hungária),"7362 Vásárosdombó, Rákóczi utca 32.",S,R,,,
71800123,TAKBHUHB,Takarékbank Zrt. (Hungária),"7342 Mágocs, Szabadság utca 23.",S,R,,,
71800130,TAKBHUHB,Takarékbank Zrt. (Hungária),"7349 Szászvár, Május 1. tér 5.",S,R,,,
71800147,TAKBHUHB,Takarékbank Zrt. (Hungária),"7720 Pécsvárad, Kossuth Lajos utca 32.",S,R,,,
71800154,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
71800178,TAKBHUHB,Takarékbank Zrt. (Hungária),"7355 Nagymányok, Petőfi Sándor utca 96.",S,R,,,
71800185,TAKBHUHB,Takarékbank Zrt. (Hungária),"7150 Bonyhád, Szabadság tér 9.",S,R,,,
71800192,TAKBHUHB,Takarékbank Zrt. (Hungária),"7349 Szászvár, Május 1. tér 5.",S,R,,,
71800202,TAKBHUHB,Takarékbank Zrt. (Hungária),"7355 Nagymányok, Petőfi Sándor utca 96.",S,R,,,
71800219,TAKBHUHB,Takarékbank Zrt. (Hungária),"7090 Tamási, Szabadság utca 41.",S,R,,,
71800226,TAKBHUHB,Takarékbank Zrt. (Hungária),"7090 Tamási, Szabadság utca 41.b.",S,R,,,
71800233,TAKBHUHB,Takarékbank Zrt. (Hungária),"7192 Szakály, Fő út 79.",S,R,,,
71800257,TAKBHUHB,Takarékbank Zrt. (Hungária),"7090 Tamási, Szabadság utca 41.",S,R,,,
71800264,TAKBHUHB,Takarékbank Zrt. (Hungária),"7626 Pécs, Király utca 66.",S,R,,,
71800271,TAKBHUHB,Takarékbank Zrt. (Hungária),"7626 Pécs, Király utca 66.",S,R,,,
71800288,TAKBHUHB,Takarékbank Zrt. (Hungária),"7140 Bátaszék, Budai utca 24.",S,R,,,
71800295,TAKBHUHB,Takarékbank Zrt. (Hungária),"7140 Bátaszék, Budai utca 24.",S,R,,,
71800305,TAKBHUHB,Takarékbank Zrt. (Hungária),"7144 Decs, Dr. Pilissy Elemér utca 3/A",S,R,,,
71800312,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Széchenyi utca 62.",S,R,,,
71800329,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
71800336,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Széchenyi utca 62.",S,R,,,
71800343,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
71800350,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
71800367,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
71800374,TAKBHUHB,Takarékbank Zrt. (Hungária),"7130 Tolna, Deák Ferenc utca 4.",S,R,,,
71800381,TAKBHUHB,Takarékbank Zrt. (Hungária),"7171 Sióagárd, Kossuth utca 42.",S,R,,,
71800398,TAKBHUHB,Takarékbank Zrt. (Hungária),"7122 Kakasd, Petőfi Sándor utca 327/A",S,R,,,
71800408,TAKBHUHB,Takarékbank Zrt. (Hungária),"7173 Zomba, Fő tér 5.",S,R,,,
71800415,TAKBHUHB,Takarékbank Zrt. (Hungária),"7173 Zomba, Fő tér 5.",S,R,,,
71800422,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
71800439,TAKBHUHB,Takarékbank Zrt. (Hungária),"7191 Hőgyész, Fő utca 14.",S,R,,,
71800446,TAKBHUHB,Takarékbank Zrt. (Hungária),"7173 Zomba, Fő tér 5.",S,R,,,
71800453,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
71800460,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
71800477,TAKBHUHB,Takarékbank Zrt. (Hungária),"7095 Iregszemcse, Kossuth Lajos tér 10.",S,R,,,
71800484,TAKBHUHB,Takarékbank Zrt. (Hungária),"7095 Iregszemcse, Kossuth Lajos tér 10.",S,R,,,
71800491,TAKBHUHB,Takarékbank Zrt. (Hungária),"7090 Tamási, Szabadság utca 41/b.",S,R,,,
71800501,TAKBHUHB,Takarékbank Zrt. (Hungária),"7090 Tamási, Szabadság utca 41/b.",S,R,,,
71800518,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
71800525,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
71800532,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
71800549,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
71800556,TAKBHUHB,Takarékbank Zrt. (Hungária),"7095 Iregszemcse, Kossuth Lajos tér 10.",S,R,,,
71800563,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7.",S,R,,,
71800570,TAKBHUHB,Takarékbank Zrt. (Hungária),"7200 Dombóvár, Hunyadi tér 42.",S,R,,,
71800587,TAKBHUHB,Takarékbank Zrt. (Hungária),"7020 Dunaföldvár, Fehérvári utca 4.",S,R,,,
71800594,TAKBHUHB,Takarékbank Zrt. (Hungária),"7025 Bölcske, Hősök tere 2.",S,R,,,
71800604,TAKBHUHB,Takarékbank Zrt. (Hungária),"7039 Németkér, Széchenyi utca 43.",S,R,,,
71800611,TAKBHUHB,Takarékbank Zrt. (Hungária),"7025 Bölcske, Hősök tere 2.",S,R,,,
71800628,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7.",S,R,,,
71800635,TAKBHUHB,Takarékbank Zrt. (Hungária),"7030 Paks, Táncsics Mihály utca 4.",S,R,,,
71800642,TAKBHUHB,Takarékbank Zrt. (Hungária),"7054 Tengelic, Kossuth Lajos utca 4.",S,R,,,
71800659,TAKBHUHB,Takarékbank Zrt. (Hungária),"7056 Szedres, Arany János utca 2.",S,R,,,
71800666,TAKBHUHB,Takarékbank Zrt. (Hungária),"7064 Gyönk, Ady Endre utca 561.",S,R,,,
71800673,TAKBHUHB,Takarékbank Zrt. (Hungária),"7064 Gyönk, Ady Endre utca 561.",S,R,,,
71800680,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
71800697,TAKBHUHB,Takarékbank Zrt. (Hungária),"7132 Bogyiszló, Kossuth utca 18.",S,R,,,
71800707,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7. PINCESZINT",S,R,,,
71800714,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52.",S,R,,,
71800721,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52",S,R,,,
71800738,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52",S,R,,,
71800745,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52",S,R,,,
71800752,TAKBHUHB,Takarékbank Zrt. (Hungária),"7044 Nagydorog, Kossuth utca 52",S,R,,,
71800769,TAKBHUHB,Takarékbank Zrt. (Hungária),"2400 Dunaújváros, Vasmű út 7",S,R,,,
71900003,TAKBHUHB,Takarékbank Zrt. (Hungária),"7173 Zomba, Fő tér 5.",S,R,,,
71900010,TAKBHUHB,Takarékbank Zrt. (Hungária),"7171 Sióagárd, Kossuth utca 42.",S,R,,,
71900027,TAKBHUHB,Takarékbank Zrt. (Hungária),"7122 Kakasd, Petőfi Sándor utca 327/A",S,R,,,
71900034,TAKBHUHB,Takarékbank Zrt. (Hungária),"7173 Zomba, Fő tér 5",S,R,,,
71900041,TAKBHUHB,Takarékbank Zrt. (Hungária),"7173 Zomba, Fő tér 5",S,R,,,
71900058,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
71900065,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
71900072,TAKBHUHB,Takarékbank Zrt. (Hungária),"7100 Szekszárd, Mátyás király utca 6.",S,R,,,
71900089,TAKBHUHB,Takarékbank Zrt. (Hungária),"7191 Hőgyész, Fő utca 14.",S,R,,,
71900113,TAKBHUHB,Takarékbank Zrt. (Hungária),"7173 Zomba, Fő tér 5.",S,R,,,
71900151,TAKBHUHB,Takarékbank Zrt. (Hungária),"7173 Zomba, Fő tér 5.",S,R,,,
72100110,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9700 Szombathely, Petőfi Sándor utca 18.",S,R,,,
72100213,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9700 Szombathely, Szűrcsapó utca 23",S,R,,,
72100220,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9700 Szombathely, Szűrcsapó utca 23.",S,R,,,
72100237,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9700 Szombathely, Petőfi Sándor utca 18.",S,R,,,
72100244,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9798 Ják, Szabadság tér 10.",S,R,,,
72100251,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9700 Szombathely, Savaria tér 1/A",S,R,,,
72100275,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9900 Körmend, Thököly Imre utca 1.",S,R,,,
72100282,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9600 Sárvár, Batthyány utca 42/B",S,R,,,
72100299,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9900 Körmend, Thököly utca 1",S,R,,,
72100316,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9737 Bük, Széchenyi utca 2/A",S,R,,,
72100323,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9700 Szombathely, Savaria tér 1/a",S,R,,,
72100330,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9730 Kőszeg, Rákóczi utca 12",S,R,,,
72100347,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9730 Kőszeg, Rákóczi Ferenc utca 12.",S,R,,,
72100354,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9735 Csepreg, Széchenyi tér 4.",S,R,,,
72100419,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9915 Nádasd, Kossuth út 100.",S,R,,,
72100426,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9900 Körmend, Thököly utca 1",S,R,,,
72100433,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9970 Szentgotthárd, Hunyadi utca 5",S,R,,,
72100440,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9800 Vasvár, Főszolgabíró tér 1",S,R,,,
72100457,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9800 Vasvár, Főszolgabíró tér 1.",S,R,,,
72100464,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9941 Őriszentpéter, Városszer 106.",S,R,,,
72100471,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9941 Őriszentpéter, Városszer 106",S,R,,,
72100488,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9970 Szentgotthárd, Hunyadi utca 5.",S,R,,,
72100512,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9700 Szombathely, Szűrcsapó utca 23",S,R,,,
72600115,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9653 Répcelak, Petőfi Sándor utca 50.",S,R,,,
72600218,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9500 Celldömölk, Kossuth Lajos utca 18",S,R,,,
72600225,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9653 Répcelak, Petőfi Sándor utca 50",S,R,,,
72600232,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9653 Répcelak, Petőfi Sándor utca 50",S,R,,,
72600249,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9600 Sárvár, Batthyány Lajos utca 42/b",S,R,,,
72600256,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9737 Bük, Széchenyi utca 2/a",S,R,,,
72600263,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9500 Celldömölk, Kossuth Lajos utca 18",S,R,,,
72600287,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9500 Celldömölk, Kossuth Lajos utca 18.",S,R,,,
72600294,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9737 Bük, Széchenyi utca 2/a",S,R,,,
72700112,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9756 Ikervár, Rákóczi utca 5.",S,R,,,
72700215,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9751 Vép, Szent Imre utca 3.",S,R,,,
72700222,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9766 Rum, Béke utca 24.",S,R,,,
72700239,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9751 Vép, Szent Imre herceg utca 5",S,R,,,
72700246,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9766 Rum, Béke utca 24",S,R,,,
72700284,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9545 Jánosháza, Berzsenyi utca 3.",S,R,,,
72700291,TAKBHUHB,Takarékbank Zrt. (Nyugat),"9600 Sárvár, Batthyány Lajos utca 42/b",S,R,,,
72800016,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 4.",S,R,,,
72800023,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 4.",S,R,,,
72800030,TAKBHUHB,Takarékbank Zrt.,"8258 Badacsonytomaj, Kert utca 18.",S,R,,,
72800047,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 4.",S,R,,,
72800054,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 4.",S,R,,,
72800061,TAKBHUHB,Takarékbank Zrt.,"8400 Ajka, Szabadság tér 20.",S,R,,,
72800078,TAKBHUHB,Takarékbank Zrt.,"8330 Sümeg, Kossuth Lajos utca 17.",S,R,,,
72800085,TAKBHUHB,Takarékbank Zrt.,"8474 Csabrendek, Dózsa utca 3.",S,R,,,
72800092,TAKBHUHB,Takarékbank Zrt.,"8474 Csabrendek, Dózsa utca 3.",S,R,,,
72800102,TAKBHUHB,Takarékbank Zrt.,"9533 Nemesszalók, Rákóczi utca 41.",S,R,,,
72800119,TAKBHUHB,Takarékbank Zrt.,"8258 Badacsonytomaj, Kert utca 18.",S,R,,,
72800171,TAKBHUHB,Takarékbank Zrt.,"8319 Lesenceistvánd, Kossuth utca 167.",S,R,,,
72900013,TAKBHUHB,Takarékbank Zrt.,"8174 Balatonkenese, Fő utca 23.",S,R,,,
72900020,TAKBHUHB,Takarékbank Zrt.,"8181 Berhida, Szabadság tér 6.",S,R,,,
72900037,TAKBHUHB,Takarékbank Zrt.,"8220 Balatonalmádi, Baross Gábor út 11.",S,R,,,
72900044,TAKBHUHB,Takarékbank Zrt.,"8100 Várpalota, Posta utca 8. FSZ. 1.",S,R,,,
72900051,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Budapest út 16.",S,R,,,
72900068,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Budapest út 16.",S,R,,,
72900075,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
72900099,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
72900109,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900501,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900518,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900525,TAKBHUHB,Takarékbank Zrt.,"8181 Berhida, Szabadság tér 6.",S,R,,,
72900532,TAKBHUHB,Takarékbank Zrt.,"8220 Balatonalmádi, Jókai Mór utca 2/A",S,R,,,
72900549,TAKBHUHB,Takarékbank Zrt.,"8100 Várpalota, Szabadság tér 6.",S,R,,,
72900556,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Ady Endre utca 3.",S,R,,,
72900563,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Ady Endre utca 3.",S,R,,,
72900570,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
72900587,TAKBHUHB,Takarékbank Zrt.,"8174 Balatonkenese, Fő utca 23.",S,R,,,
72900594,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900604,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
72900611,TAKBHUHB,Takarékbank Zrt.,"1138 Budapest, Váci út 178.",S,R,,,
72900628,TAKBHUHB,Takarékbank Zrt.,"4024 Debrecen, Csapó utca 9.",S,R,,,
72900635,TAKBHUHB,Takarékbank Zrt.,"3300 Eger, Szent János utca 11.",S,R,,,
72900642,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
72900659,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900666,TAKBHUHB,Takarékbank Zrt.,"6720 Szeged, Tisza Lajos körút 40.",S,R,,,
72900673,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Budapest út 16.",S,R,,,
72900680,TAKBHUHB,Takarékbank Zrt.,"3200 Gyöngyös, Köztársaság tér 1.",S,R,,,
72900697,TAKBHUHB,Takarékbank Zrt.,"7400 Kaposvár, Ady Endre utca 9.",S,R,,,
72900707,TAKBHUHB,Takarékbank Zrt.,"6000 Kecskemét, Dobó István körút 13.",S,R,,,
72900714,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
72900721,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
72900738,TAKBHUHB,Takarékbank Zrt.,"9400 Sopron, Füredi sétány 9.",S,R,,,
72900745,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
72900752,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Budapest út 16.",S,R,,,
72900769,TAKBHUHB,Takarékbank Zrt.,"8900 Zalaegerszeg, Eötvös József utca 1.",S,R,,,
72900776,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900783,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900790,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900800,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900817,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
