Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items,,,
72900824,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900831,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
72900848,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
73200000,TAKBHUHB,Takarékbank Zrt.,"8291 Nagyvázsony, Kinizsi Pál utca 82.",S,R,,,
73200017,TAKBHUHB,Takarékbank Zrt.,"8291 Nagyvázsony, Kinizsi Pál utca 82.",S,R,,,
73200024,TAKBHUHB,Takarékbank Zrt.,"8246 Tótvázsony, Magyar utca 10.",S,R,,,
73200031,TAKBHUHB,Takarékbank Zrt.,"8272 Szentantalfa, Fő utca 52.",S,R,,,
73200048,TAKBHUHB,Takarékbank Zrt.,"8451 Ajka-Padragkút, Padragi út 125.",S,R,,,
73200055,TAKBHUHB,Takarékbank Zrt.,"8230 Balatonfüred, Ady Endre utca 24.",S,R,,,
73200062,TAKBHUHB,Takarékbank Zrt.,"8251 Zánka, Hegyalja utca ",S,R,,,
73200079,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 15.",S,R,,,
73200086,TAKBHUHB,Takarékbank Zrt.,"8248 Nemesvámos, Kossuth Lajos utca 128.",S,R,,,
73200093,TAKBHUHB,Takarékbank Zrt.,"8400 Ajka, Szabadság tér 11.",S,R,,,
73200103,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Óváros tér 22.",S,R,,,
73200110,TAKBHUHB,Takarékbank Zrt.,"8230 Balatonfüred, Ady Endre utca 24.",S,R,,,
73200127,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Táncsics Mihály utca 39.",S,R,,,
73200134,TAKBHUHB,Takarékbank Zrt.,"8253 Révfülöp, Óvoda köz 2.",S,R,,,
73200141,TAKBHUHB,Takarékbank Zrt.,"8254 Kővágóörs, Jókai Mór utca 46.",S,R,,,
73200158,TAKBHUHB,Takarékbank Zrt.,"1122 Budapest, Krisztina körút 2.",S,R,,,
73200165,TAKBHUHB,Takarékbank Zrt.,"1075 Budapest, Károly körút 7.",S,R,,,
73200172,TAKBHUHB,Takarékbank Zrt.,"8274 Köveskál, Fő utca 25/A",S,R,,,
73200189,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Kossuth Lajos utca 21.",S,R,,,
73200196,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Deák Ferenc utca 1.",S,R,,,
73200206,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Óváros tér 22.",S,R,,,
73200213,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Palotai út 25.",S,R,,,
73600008,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73600015,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73600022,TAKBHUHB,Takarékbank Zrt.,"8400 Ajka, Szabadság tér 20.",S,R,,,
73600039,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73600046,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73600053,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73600060,TAKBHUHB,Takarékbank Zrt.,"8400 Ajka, Szabadság tér 20.",S,R,,,
73600077,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Ady Endre utca 7. FSZ. 5.",S,R,,,
73600091,TAKBHUHB,Takarékbank Zrt.,"8483 Somlószőlős, Kossuth Lajos utca 2.",S,R,,,
73600101,TAKBHUHB,Takarékbank Zrt.,"8460 Devecser, Kossuth Lajos utca 2.",S,R,,,
73600118,TAKBHUHB,Takarékbank Zrt.,"8460 Devecser, Kossuth Lajos utca 2.",S,R,,,
73600125,TAKBHUHB,Takarékbank Zrt.,"9533 Nemesszalók, Rákóczi utca 41.",S,R,,,
73600132,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73600149,TAKBHUHB,Takarékbank Zrt.,"1093 Budapest, Czuczor utca 2-10.",S,R,,,
73600156,TAKBHUHB,Takarékbank Zrt.,"9533 Nemesszalók, Rákóczi utca 41.",S,R,,,
73600163,TAKBHUHB,Takarékbank Zrt.,"1223 Budapest, Nagytétényi út 37-43.",S,R,,,
73600170,TAKBHUHB,Takarékbank Zrt.,"1124 Budapest, Németvölgyi út 97.",S,R,,,
73600187,TAKBHUHB,Takarékbank Zrt.,"8230 Balatonfüred, Kossuth Lajos utca 20.",S,R,,,
73600194,TAKBHUHB,Takarékbank Zrt.,"8060 Mór, Deák Ferenc utca 28.",S,R,,,
73601016,TAKBHUHB,Takarékbank Zrt.,"2451 Ercsi, Szent István út 3.",S,R,,,
73601023,TAKBHUHB,Takarékbank Zrt.,"2465 Ráckeresztúr, Hősök tér 5.",S,R,,,
73601030,TAKBHUHB,Takarékbank Zrt.,"2490 Pusztaszabolcs, Adonyi út 41.",S,R,,,
73601047,TAKBHUHB,Takarékbank Zrt.,"2454 Iváncsa, Szövetkezeti köz 1.",S,R,,,
73601054,TAKBHUHB,Takarékbank Zrt.,"2454 Iváncsa, Szövetkezeti köz 1.",S,R,,,
73601078,TAKBHUHB,Takarékbank Zrt.,"2454 Iváncsa, Szövetkezeti köz 1.",S,R,,,
73602017,TAKBHUHB,Takarékbank Zrt.,"2476 Pázmánd, Fő utca 87.",S,R,,,
73602024,TAKBHUHB,Takarékbank Zrt.,"2484 Gárdony-Agárd, Balatoni út 43.",S,R,,,
73602031,TAKBHUHB,Takarékbank Zrt.,"2462 Martonvásár, Brunszvik utca 1/B",S,R,,,
73602048,TAKBHUHB,Takarékbank Zrt.,"2475 Kápolnásnyék, Fő utca 29.",S,R,,,
73602055,TAKBHUHB,Takarékbank Zrt.,"8111 Seregélyes, Fő utca 169.",S,R,,,
73602062,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Budai út 42.",S,R,,,
73602079,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Budai út 42.",S,R,,,
73602086,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Vörösmarty tér 1.",S,R,,,
73602093,TAKBHUHB,Takarékbank Zrt.,"1042 Budapest, Árpád út 90-92.",S,R,,,
73602103,TAKBHUHB,Takarékbank Zrt.,"2481 Velence, Gerle utca 2.",S,R,,,
73602110,TAKBHUHB,Takarékbank Zrt.,"8151 Szabadbattyán, Csikvár tér 10.",S,R,,,
73602127,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Budai út 42.",S,R,,,
73602134,TAKBHUHB,Takarékbank Zrt.,"8132 Lepsény, Vasút utca 31.",S,R,,,
73602141,TAKBHUHB,Takarékbank Zrt.,"8154 Polgárdi, Deák Ferenc utca 41.",S,R,,,
73602158,TAKBHUHB,Takarékbank Zrt.,"8130 Enying, Deák Ferenc utca 1.",S,R,,,
73602165,TAKBHUHB,Takarékbank Zrt.,"8127 Aba, Petőfi Sándor utca 95.",S,R,,,
73602172,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Budai út 42.",S,R,,,
73602189,TAKBHUHB,Takarékbank Zrt.,"8154 Polgárdi, Deák Ferenc utca 13.",S,R,,,
73603018,TAKBHUHB,Takarékbank Zrt.,"7000 Sárbogárd, Ady Endre út 107.",S,R,,,
73603025,TAKBHUHB,Takarékbank Zrt.,"7000 Sárbogárd, Ady Endre út 107.",S,R,,,
73603032,TAKBHUHB,Takarékbank Zrt.,"7015 Igar, Fő utca 11.",S,R,,,
73603049,TAKBHUHB,Takarékbank Zrt.,"7013 Cece, Jókai Mór utca 2.",S,R,,,
73603056,TAKBHUHB,Takarékbank Zrt.,"8125 Sárkeresztúr, Vörösmarty út 2/A",S,R,,,
73603063,TAKBHUHB,Takarékbank Zrt.,"8124 Káloz, Bajcsy-Zsilinszky utca 3.",S,R,,,
73603070,TAKBHUHB,Takarékbank Zrt.,"8136 Lajoskomárom, Enyingi utca 3.",S,R,,,
73603087,TAKBHUHB,Takarékbank Zrt.,"8135 Dég, Széchenyi utca 49.",S,R,,,
73603094,TAKBHUHB,Takarékbank Zrt.,"7081 Simontornya, Mátyás utca 2-3.",S,R,,,
73603104,TAKBHUHB,Takarékbank Zrt.,"8138 Szabadhídvég, Fő utca 1/A",S,R,,,
73603111,TAKBHUHB,Takarékbank Zrt.,"8111 Seregélyes, Fő utca 157.",S,R,,,
73603128,TAKBHUHB,Takarékbank Zrt.,"8111 Seregélyes, Fő utca 157.",S,R,,,
73603135,TAKBHUHB,Takarékbank Zrt.,"2432 Szabadegyháza, Fő utca 75.",S,R,,,
73603142,TAKBHUHB,Takarékbank Zrt.,"7000 Sárbogárd, Ady Endre út 107.",S,R,,,
73604019,TAKBHUHB,Takarékbank Zrt.,"2371 Dabas-Sári, Szent János út 108.",S,R,,,
73604026,TAKBHUHB,Takarékbank Zrt.,"2347 Bugyi, Templom utca 6.",S,R,,,
73604033,TAKBHUHB,Takarékbank Zrt.,"2370 Dabas, Szent István tér 1/D",S,R,,,
73604040,TAKBHUHB,Takarékbank Zrt.,"2360 Gyál, Kőrösi út 116.",S,R,,,
73604057,TAKBHUHB,Takarékbank Zrt.,"1201 Budapest, Kossuth Lajos utca 32-36.",S,R,,,
73604064,TAKBHUHB,Takarékbank Zrt.,"2351 Alsónémedi, Fő út 66/A",S,R,,,
73604071,TAKBHUHB,Takarékbank Zrt.,"2370 Dabas, Szent István tér 1/D",S,R,,,
73604095,TAKBHUHB,Takarékbank Zrt.,"2330 Dunaharaszti, Baktay Ervin tér 5. FSZ. 9.",S,R,,,
73604105,TAKBHUHB,Takarékbank Zrt.,"2351 Alsónémedi, Fő út 66/A",S,R,,,
73605010,TAKBHUHB,Takarékbank Zrt.,"2030 Érd, Fürdő utca 1.",S,R,,,
73605027,TAKBHUHB,Takarékbank Zrt.,"2030 Érd, Budai út 20.",S,R,,,
73605034,TAKBHUHB,Takarékbank Zrt.,"2030 Érd, Hegesztő utca 10.",S,R,,,
73605041,TAKBHUHB,Takarékbank Zrt.,"2049 Diósd, Szent István tér 12.",S,R,,,
73605065,TAKBHUHB,Takarékbank Zrt.,"2038 Sóskút, Mártírok utca 5.",S,R,,,
73605072,TAKBHUHB,Takarékbank Zrt.,"2440 Százhalombatta, Damjanich utca 23.",S,R,,,
73605089,TAKBHUHB,Takarékbank Zrt.,"2461 Tárnok, Rákóczi út 91.",S,R,,,
73605096,TAKBHUHB,Takarékbank Zrt.,"2045 Törökbálint, Munkácsy Mihály utca 11.",S,R,,,
73605106,TAKBHUHB,Takarékbank Zrt.,"2051 Biatorbágy, Szabadság út 96. BIACENTER",S,R,,,
73605113,TAKBHUHB,Takarékbank Zrt.,"2060 Bicske, Ady Endre utca 1.",S,R,,,
73605120,TAKBHUHB,Takarékbank Zrt.,"2092 Budakeszi, Dózsa György tér 1/A",S,R,,,
73605137,TAKBHUHB,Takarékbank Zrt.,"2045 Törökbálint, Munkácsy Mihály utca 74.",S,R,,,
73605144,TAKBHUHB,Takarékbank Zrt.,"2091 Etyek, Óvoda utca 2.",S,R,,,
73605151,TAKBHUHB,Takarékbank Zrt.,"2053 Herceghalom, Zsámbéki út 16.",S,R,,,
73606028,TAKBHUHB,Takarékbank Zrt.,"7227 Gyulaj, Dózsa György utca 11.",S,R,,,
73606035,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Pannónia út 10-12.",S,R,,,
73606042,TAKBHUHB,Takarékbank Zrt.,"7361 Kaposszekcső, Petőfi utca 44.",S,R,,,
73606059,TAKBHUHB,Takarékbank Zrt.,"7200 Dombóvár, Köztársaság utca 10-12.",S,R,,,
73606066,TAKBHUHB,Takarékbank Zrt.,"7228 Döbrököz, Páhy utca 5/A",S,R,,,
73606073,TAKBHUHB,Takarékbank Zrt.,"7228 Döbrököz, Páhy utca 5/A",S,R,,,
73606080,TAKBHUHB,Takarékbank Zrt.,"7084 Pincehely, Vörösmarty Mihály tér 2-3.",S,R,,,
73606097,TAKBHUHB,Takarékbank Zrt.,"7081 Simontornya, Mátyás utca 2-3.",S,R,,,
73606107,TAKBHUHB,Takarékbank Zrt.,"7081 Simontornya, Mátyás utca 2-3.",S,R,,,
73607012,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 4.",S,R,,,
73607029,TAKBHUHB,Takarékbank Zrt.,"8319 Lesenceistvánd, Kossuth utca 167.",S,R,,,
73607036,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 4.",S,R,,,
73607043,TAKBHUHB,Takarékbank Zrt.,"8258 Badacsonytomaj, Kert utca 12.",S,R,,,
73607050,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 4.",S,R,,,
73607067,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 4.",S,R,,,
73607074,TAKBHUHB,Takarékbank Zrt.,"8400 Ajka, Szabadság tér 20.",S,R,,,
73607081,TAKBHUHB,Takarékbank Zrt.,"8330 Sümeg, Kossuth Lajos utca 17.",S,R,,,
73607098,TAKBHUHB,Takarékbank Zrt.,"8474 Csabrendek, Dózsa utca 3.",S,R,,,
73607108,TAKBHUHB,Takarékbank Zrt.,"8474 Csabrendek, Kossuth utca 3.",S,R,,,
73608013,TAKBHUHB,Takarékbank Zrt.,"8174 Balatonkenese, Fő utca 23.",S,R,,,
73608020,TAKBHUHB,Takarékbank Zrt.,"8181 Berhida, Szabadság tér 6.",S,R,,,
73608037,TAKBHUHB,Takarékbank Zrt.,"8220 Balatonalmádi, Baross Gábor út 11.",S,R,,,
73608044,TAKBHUHB,Takarékbank Zrt.,"8100 Várpalota, Posta utca 8. FSZ. 1.",S,R,,,
73608051,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Budapest út 16.",S,R,,,
73608068,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Budai út 42.",S,R,,,
73608082,TAKBHUHB,Takarékbank Zrt.,"8164 Balatonfőkajár, Kossuth Lajos utca 16.",S,R,,,
73609014,TAKBHUHB,Takarékbank Zrt.,"1124 Budapest, Németvölgyi út 97.",S,R,,,
73609021,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73609038,TAKBHUHB,Takarékbank Zrt.,"8445 Városlőd, Templom tér 2.",S,R,,,
73609045,TAKBHUHB,Takarékbank Zrt.,"8400 Ajka, Szabadság tér 20.",S,R,,,
73609052,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73609069,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73609076,TAKBHUHB,Takarékbank Zrt.,"8444 Szentgál, Fő utca 30.",S,R,,,
73609083,TAKBHUHB,Takarékbank Zrt.,"8400 Ajka, Szabadság tér 20.",S,R,,,
73609090,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Ady Endre utca 7. FSZ. B. ÉP. 5.",S,R,,,
73609100,TAKBHUHB,Takarékbank Zrt.,"8483 Somlószőlős, Kossuth Lajos utca 122.",S,R,,,
73609117,TAKBHUHB,Takarékbank Zrt.,"8460 Devecser, Kossuth Lajos utca 2.",S,R,,,
73609124,TAKBHUHB,Takarékbank Zrt.,"8460 Devecser, Kossuth Lajos utca 2.",S,R,,,
73609131,TAKBHUHB,Takarékbank Zrt.,"9533 Nemesszalók, Rákóczi utca 41.",S,R,,,
73609155,TAKBHUHB,Takarékbank Zrt.,"1093 Budapest, Czuczor utca 2-10.",S,R,,,
73609162,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Korona utca 49. FSZ. 1.",S,R,,,
73610014,TAKBHUHB,Takarékbank Zrt.,"8417 Csetény, Hunyadi utca 1.",S,R,,,
73610021,TAKBHUHB,Takarékbank Zrt.,"8420 Zirc, József Attila utca 4.",S,R,,,
73610038,TAKBHUHB,Takarékbank Zrt.,"8417 Csetény, Hunyadi utca 1.",S,R,,,
73610045,TAKBHUHB,Takarékbank Zrt.,"8427 Bakonybél, Szent Gellért tér 2.",S,R,,,
73610052,TAKBHUHB,Takarékbank Zrt.,"8412 Veszprém-Gyulafirátót, Zirci utca 23.",S,R,,,
73610069,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Egyetem utca 19.",S,R,,,
73610076,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Munkácsy Mihály utca 1.",S,R,,,
73610083,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Gyöngyvirág utca 6.",S,R,,,
73610090,TAKBHUHB,Takarékbank Zrt.,"8184 Balatonfűzfő-Fűzfőgyártelep, Bugyogó fo u. 1.",S,R,,,
73610100,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Zimmermann utca 1.",S,R,,,
73610117,TAKBHUHB,Takarékbank Zrt.,"1201 Budapest, Kossuth Lajos utca 32-36.",S,R,,,
73610131,TAKBHUHB,Takarékbank Zrt.,"8420 Zirc, József Attila utca 4.",S,R,,,
73610155,TAKBHUHB,Takarékbank Zrt.,"8420 Zirc, József Attila utca 4.",S,R,,,
73610162,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Zimmermann utca 1.",S,R,,,
73610179,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Wesselényi utca 20/B",S,R,,,
73610186,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Zimmermann utca 1.",S,R,,,
73611015,TAKBHUHB,Takarékbank Zrt.,"1223 Budapest, Nagytétényi út 37-43.",S,R,,,
73611022,TAKBHUHB,Takarékbank Zrt.,"1124 Budapest, Németvölgyi út 97.",S,R,,,
73611039,TAKBHUHB,Takarékbank Zrt.,"8060 Mór, Deák Ferenc utca 28.",S,R,,,
73611046,TAKBHUHB,Takarékbank Zrt.,"8230 Balatonfüred, Kossuth Lajos utca 20.",S,R,,,
73611060,TAKBHUHB,Takarékbank Zrt.,"8083 Csákvár, Szabadság tér 11.",S,R,,,
73611077,TAKBHUHB,Takarékbank Zrt.,"8087 Alcsútdoboz, Béke utca 1.",S,R,,,
73612016,TAKBHUHB,Takarékbank Zrt.,"2085 Pilisvörösvár, Fő utca 130.",S,R,,,
73612023,TAKBHUHB,Takarékbank Zrt.,"2085 Pilisvörösvár, Fő utca 69.",S,R,,,
73612030,TAKBHUHB,Takarékbank Zrt.,"2081 Piliscsaba, Bajcsy-Zsilinszky út 14.",S,R,,,
73612047,TAKBHUHB,Takarékbank Zrt.,"2095 Pilisszántó, Kossuth Lajos utca 89.",S,R,,,
73612054,TAKBHUHB,Takarékbank Zrt.,"2084 Pilisszentiván, Szabadság út 224. 3",S,R,,,
73612061,TAKBHUHB,Takarékbank Zrt.,"2013 Pomáz, Kossuth Lajos utca 5.",S,R,,,
73612078,TAKBHUHB,Takarékbank Zrt.,"2083 Solymár, Mátyás király utca 14.",S,R,,,
73612085,TAKBHUHB,Takarékbank Zrt.,"2011 Budakalász, Petőfi tér 11/A",S,R,,,
73612092,TAKBHUHB,Takarékbank Zrt.,"2094 Nagykovácsi, Kossuth Lajos utca 67.",S,R,,,
73612102,TAKBHUHB,Takarékbank Zrt.,"2096 Üröm, Fő utca 1.",S,R,,,
73612119,TAKBHUHB,Takarékbank Zrt.,"2074 Perbál, Dózsa utca 17.",S,R,,,
73612126,TAKBHUHB,Takarékbank Zrt.,"2098 Pilisszentkereszt, Fő út 29.",S,R,,,
73612133,TAKBHUHB,Takarékbank Zrt.,"1032 Budapest, Bécsi út 181-183.",S,R,,,
73612140,TAKBHUHB,Takarékbank Zrt.,"1036 Budapest, Lajos utca 68.",S,R,,,
73612157,TAKBHUHB,Takarékbank Zrt.,"9022 Győr, Bástya utca 32-34.",S,R,,,
73612164,TAKBHUHB,Takarékbank Zrt.,"2085 Pilisvörösvár, Fő utca 130.",S,R,,,
73613017,TAKBHUHB,Takarékbank Zrt.,"2023 Dunabogdány, Hajó utca 3.",S,R,,,
73613024,TAKBHUHB,Takarékbank Zrt.,"2021 Tahitótfalu, Petőfi Sándor utca 27.",S,R,,,
73613031,TAKBHUHB,Takarékbank Zrt.,"2025 Visegrád, Rév utca 9.",S,R,,,
73613048,TAKBHUHB,Takarékbank Zrt.,"2017 Pócsmegyer, Ady Endre út 8.",S,R,,,
73613055,TAKBHUHB,Takarékbank Zrt.,"2131 Göd-Alsógöd, Pesti út 93.",S,R,,,
73613062,TAKBHUHB,Takarékbank Zrt.,"2132 Göd-Felsőgöd, Ady Endre út 8.",S,R,,,
73613079,TAKBHUHB,Takarékbank Zrt.,"2000 Szentendre, Kossuth Lajos utca 22.",S,R,,,
73613086,TAKBHUHB,Takarékbank Zrt.,"2016 Leányfalu, Móricz Zsigmond út 128/A",S,R,,,
73613093,TAKBHUHB,Takarékbank Zrt.,"2015 Szigetmonostor, Ady Endre utca 4/A",S,R,,,
73613103,TAKBHUHB,Takarékbank Zrt.,"2134 Sződ, Dózsa György út 102.",S,R,,,
73613110,TAKBHUHB,Takarékbank Zrt.,"2133 Sződliget, Dr. Kemény József utca 30.",S,R,,,
73613127,TAKBHUHB,Takarékbank Zrt.,"2028 Pilismarót, Köztársaság tér 17.",S,R,,,
73613134,TAKBHUHB,Takarékbank Zrt.,"2027 Dömös, Hősök tere 4.",S,R,,,
73614018,TAKBHUHB,Takarékbank Zrt.,"8400 Ajka, Szabadság tér 11.",S,R,,,
73614025,TAKBHUHB,Takarékbank Zrt.,"8230 Balatonfüred, Ady Endre utca 24.",S,R,,,
73614032,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Kossuth Lajos utca 21.",S,R,,,
73614049,TAKBHUHB,Takarékbank Zrt.,"1122 Budapest, Krisztina körút 2-4.",S,R,,,
73614056,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Táncsics Mihály utca 39.",S,R,,,
73614063,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Palotai út 25.",S,R,,,
73614070,TAKBHUHB,Takarékbank Zrt.,"8291 Nagyvázsony, Kinizsi Pál utca 82.",S,R,,,
73614087,TAKBHUHB,Takarékbank Zrt.,"8248 Nemesvámos, Kossuth Lajos utca 128.",S,R,,,
73614094,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Óváros tér 22.",S,R,,,
73614104,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Deák Ferenc utca 1.",S,R,,,
73614111,TAKBHUHB,Takarékbank Zrt.,"1075 Budapest, Károly körút 7.",S,R,,,
73614128,TAKBHUHB,Takarékbank Zrt.,"8300 Tapolca, Fő tér 15.",S,R,,,
73614135,TAKBHUHB,Takarékbank Zrt.,"8251 Zánka, Hegyalja utca 16.",S,R,,,
73900009,TAKBHUHB,Takarékbank Zrt.,"8420 Zirc, József Attila utca 4.",S,R,,,
73900016,TAKBHUHB,Takarékbank Zrt.,"8100 Várpalota, Szabadság tér 3/A",S,R,,,
73900023,TAKBHUHB,Takarékbank Zrt.,"8417 Csetény, Hunyadi utca 1.",S,R,,,
73900030,TAKBHUHB,Takarékbank Zrt.,"8420 Zirc, József Attila utca 4.",S,R,,,
73900047,TAKBHUHB,Takarékbank Zrt.,"8417 Csetény, Hunyadi utca 1.",S,R,,,
73900054,TAKBHUHB,Takarékbank Zrt.,"8427 Bakonybél, Szent Gellért tér 11.",S,R,,,
73900061,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Budapest út 16.",S,R,,,
73900078,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Egyetem utca 19.",S,R,,,
73900085,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Egyetem utca 19.",S,R,,,
73900092,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Gyöngyvirág utca 8.",S,R,,,
73900102,TAKBHUHB,Takarékbank Zrt.,"8184 Balatonfűzfő-Fűzfőgyártelep, Bugyo u. 1. FSZ.",S,R,,,
73900119,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Egyetem utca 19.",S,R,,,
73900157,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Zimmermann utca 1.",S,R,,,
73900164,TAKBHUHB,Takarékbank Zrt.,"8000 Székesfehérvár, Várkörút 54.",S,R,,,
73900195,TAKBHUHB,Takarékbank Zrt.,"1201 Budapest, Kossuth Lajos utca 32-36.",S,R,,,
73900212,TAKBHUHB,Takarékbank Zrt.,"8100 Várpalota, Szabadság tér 3/A",S,R,,,
73900229,TAKBHUHB,Takarékbank Zrt.,"8420 Zirc, József Attila utca 4.",S,R,,,
73900236,TAKBHUHB,Takarékbank Zrt.,"8200 Veszprém, Munkácsy Mihály utca 1.",S,R,,,
73900243,TAKBHUHB,Takarékbank Zrt.,"8420 Zirc, József Attila utca 4.",S,R,,,
73900315,TAKBHUHB,Takarékbank Zrt.,"8420 Zirc, József Attila utca 4.",S,R,,,
73900425,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Zimmermann utca 1.",S,R,,,
73900432,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Pavilon sor 2.",S,R,,,
73900456,TAKBHUHB,Takarékbank Zrt.,"8500 Pápa, Zimmermann utca 1.",S,R,,,
74000009,TAKBHUHB,Takarékbank Zrt. (M7),"8945 Bak, Széchenyi tér 2.",S,R,,,
74000119,TAKBHUHB,Takarékbank Zrt. (M7),"8945 Bak, Széchenyi tér 2.",S,R,,,
74000212,TAKBHUHB,Takarékbank Zrt. (M7),"8945 Bak, Széchenyi tér 2.",S,R,,,
74000229,TAKBHUHB,Takarékbank Zrt. (M7),"8800 Nagykanizsa, Erzsébet tér 1.",S,R,,,
74000236,TAKBHUHB,Takarékbank Zrt. (M7),"8900 Zalaegerszeg, Eötvös József utca 1-3.",S,R,,,
74000243,TAKBHUHB,Takarékbank Zrt. (M7),"8945 Bak, Széchenyi tér 2.",S,R,,,
74000250,TAKBHUHB,Takarékbank Zrt. (M7),"8800 Nagykanizsa, Erzsébet tér 1.",S,R,,,
74000267,TAKBHUHB,Takarékbank Zrt. (M7),"8900 Zalaegerszeg, Eötvös József utca 1-3.",S,R,,,
74000274,TAKBHUHB,Takarékbank Zrt. (M7),"8960 Lenti, Kossuth út 4.",S,R,,,
74000315,TAKBHUHB,Takarékbank Zrt. (M7),"8945 Bak, Széchenyi tér 2.",S,R,,,
74000418,TAKBHUHB,Takarékbank Zrt. (M7),"8761 Pacsa, József Attila utca 3.",S,R,,,
74000425,TAKBHUHB,Takarékbank Zrt. (M7),"8900 Zalaegerszeg, Kossuth Lajos utca 52.",S,R,,,
74000432,TAKBHUHB,Takarékbank Zrt. (M7),"8800 Nagykanizsa, Erzsébet tér 1.",S,R,,,
74000449,TAKBHUHB,Takarékbank Zrt. (M7),"8900 Zalaegerszeg, Eötvös József utca 1-3.",S,R,,,
74000456,TAKBHUHB,Takarékbank Zrt. (M7),"8761 Pacsa, József Attila utca 3.",S,R,,,
74000511,TAKBHUHB,Takarékbank Zrt. (M7),"8856 Surd, Kossuth Lajos utca 9/B",S,R,,,
74000528,TAKBHUHB,Takarékbank Zrt. (M7),"8800 Nagykanizsa, Erzsébet tér 1.",S,R,,,
74000535,TAKBHUHB,Takarékbank Zrt. (M7),"8800 Nagykanizsa, Erzsébet tér 1.",S,R,,,
74000542,TAKBHUHB,Takarékbank Zrt. (M7),"8800 Nagykanizsa, Erzsébet tér 1.",S,R,,,
74000559,TAKBHUHB,Takarékbank Zrt. (M7),"8800 Nagykanizsa, Erzsébet tér 1.",S,R,,,
